MatchID,LeagueID,LeagueName,LeagueFullname,LeagueAbbreviation,CountryID,CountryName,CountryAbbreviation,HomeTeamID,HomeTeamName,GuestTeamID,GuestTeamName,HostHandicapFT,ExpectedGoalsFT,BettingCuoteFT,HostHandicapHT,ExpectedGoalsHT,BettingCuoteHT,HostGoalsFT,GuestGoalsFT,HostCornersFT,GuestCornersFT,HostYCFT,GuestYCFT,HostRCFT,GuestRCFT,HostAttacksFT,GuestAttacksFT,HostDAttacksFT,GuestDAttacksFT,HostonTargetFT,GuestonTargetFT,HostoffTargetFT,GuestoffTargetFT,HostPossessionFT,GuestPossessionFT,Status,Goal,Pitch,Weather
692626,230,ARM L1,Armenia First League,A,88,Armenia,Y,2248,Pyunik Yerevan II,36808,FC Aragats,+0.25,3.5,,+0.25,1.25,,1,2,4,4,0,4,0,0,121,95,48,62,4,5,10,9,0,0,92,1,Pitch: GOOD,Weather: GOOD
692627,230,ARM L1,Armenia First League,A,88,Armenia,Y,36342,Sevan FC,36731,FC Van,+0.25,3.0,,0.0,1.25,,1,0,3,1,4,2,0,0,121,103,57,39,3,0,12,7,0,0,89,1,Pitch: GOOD,Weather: GOOD
692437,1795,BGR FL,Bulgaria First League,B,40,Bulgaria,B,26478,Dunav Ruse,5032,Botev Plovdiv,+0.25,2.25,,+0.25,1.0,,0,2,6,3,0,0,0,1,72,81,80,61,2,2,14,8,54,46,85,1,Pitch: GOOD,Weather: GOOD
693079,220,CSK YL,Czech Youth League,C,10,the Czech Republic,J,14063,Viktoria Zizkov U19,38646,Slavia Prague B U19,+2,5.0,,+0.75,2.0,,1,7,5,4,1,0,0,0,0,0,0,0,1,4,0,0,0,0,85,1,Pitch: GOOD,Weather: GOOD
693035,2824,PHL PC,Philippines PFL Cup,P,19,Philippines,F,20233,Philippines U22,11973,Mendiola FC,-0.5,3.0,9.5,+0.25,0.75,4.5,2,2,1,5,2,3,0,0,54,57,35,43,1,3,3,4,0,0,88,1,Pitch: GOOD,Weather: GOOD
693034,2824,PHL PC,Philippines PFL Cup,P,19,Philippines,F,4400,Green Archers Utd,4972,Ceres FC,+3.75,5.0,10,+2,1.5,4.5,0,4,0,2,0,1,0,0,87,125,44,70,1,9,6,7,0,0,85,1,Pitch: GOOD,Weather: GOOD
692772,881,AFC C U19,AFC U19 Championships,A,4,International,G,3592,UAE U19,15981,Nepal U19,-3.75,4.25,10.5,-1.5,1.75,5,3,0,5,1,0,1,0,0,119,57,64,34,5,2,7,4,0,0,73,1,Pitch: GOOD,Weather: GOOD
692830,881,AFC C U19,AFC U19 Championships,A,4,International,G,9674,South Korea U19,15939,Singapore U19,-4.75,5.75,10.5,-2,2.5,5,8,0,6,0,0,1,0,0,62,47,54,15,9,0,2,0,0,0,58,1,Pitch: GOOD,Weather: GOOD
692839,881,AFC C U19,AFC U19 Championships,A,4,International,G,15950,Malaysia U19,15920,Brunei U19,-6,6.75,11.5,-2.5,2.75,5.5,8,0,10,1,0,0,0,0,100,30,95,12,16,0,6,0,75,25,58,1,Pitch: GOOD,Weather: GOOD
692636,196,IDN SL,Indonesia Super Liga,I,65,Indonesia,Y,1307,Persib Bandung,4116,PSIS Semarang,-0.75,2.0,10,-0.25,0.75,,1,1,1,3,0,1,0,0,69,50,28,13,3,1,3,6,0,0,55,1,Pitch: GOOD,Weather: GOOD
