MatchID,LeagueID,LeagueName,LeagueFullname,LeagueAbbreviation,CountryID,CountryName,CountryAbbreviation,HomeTeamID,HomeTeamName,GuestTeamID,GuestTeamName,HostHandicapFT,ExpectedGoalsFT,BettingCuoteFT,HostHandicapHT,ExpectedGoalsHT,BettingCuoteHT,HostGoalsFT,GuestGoalsFT,HostCornersFT,GuestCornersFT,HostYCFT,GuestYCFT,HostRCFT,GuestRCFT,HostAttacksFT,GuestAttacksFT,HostDAttacksFT,GuestDAttacksFT,HostonTargetFT,GuestonTargetFT,HostoffTargetFT,GuestoffTargetFT,HostPossessionFT,GuestPossessionFT,Status,Goal,Pitch,Weather
693146,2000,India BSD,India Bangalore Super Division,I,17,India,Y,18911,MEG,18179,Income Tax SC,-0.5,2.5,,-0.25,1.0,,2,1,6,1,0,1,0,0,112,109,75,51,3,2,10,5,0,0,90,1,Pitch: REGULAR,Weather: SUNNY
693404,246,INTERNATIONAL,International Match,I,4,International,G,1679,Myanmar,5358,Nepal,-0.75,2.25,,-0.25,1.0,,3,0,3,5,0,0,0,0,117,82,54,45,3,0,9,4,0,0,82,1,Pitch: GOOD,Weather: GOOD
693061,806,AZE D1,Azerbaijan Division 1,A,85,Azerbaijan,A,32521,Zira IK II,8508,Moik Baku,+0.75,3.0,,+0.25,1.25,,2,1,2,2,5,1,0,2,68,59,42,24,4,4,4,3,54,46,78,1,Pitch: GOOD,Weather: GOOD
693103,806,AZE D1,Azerbaijan Division 1,A,85,Azerbaijan,A,17982,Zaqatala,32651,Keshla FK II,-0.5,2.75,,-0.25,1.0,,0,2,3,2,5,4,0,1,74,72,45,40,4,3,9,5,0,0,79,1,Pitch: GOOD,Weather: GOOD
693060,806,AZE D1,Azerbaijan Division 1,A,85,Azerbaijan,A,32537,Sabah FK II,9525,PFK Turan Tovuz,-0.75,2.5,,-0.25,1.0,,0,0,6,3,2,1,0,0,68,53,47,31,6,1,7,5,60,40,74,0,Pitch: GOOD,Weather: GOOD
693372,349,INT W,Womens International,W,4,International,G,23746,Spain Women U20,38652,Russia Women U21,-2.25,3.5,,-1.0,1.5,,2,0,3,0,0,1,0,0,76,52,79,35,7,3,1,0,58,42,79,1,Pitch: GOOD,Weather: GOOD
693153,1103,BLR RL,Belarus Reserve League,B,94,Belarus,B,12768,Dinamo Minsk Reserves,35179,FK Dnyapro Reserves,-1.75,3.75,,-0.75,1.5,,2,1,4,0,2,0,0,0,101,56,74,22,11,2,5,2,0,0,50,1,Pitch: GOOD,Weather: GOOD
693424,2473,Ukraine D1W,Ukraine Division 1 Women,U,21,Ukraine,W,32563,Voskhod Stara Mayachka Women,38658,EMC Podillya Women,-2.75,3.25,,-1.0,1.25,,3,0,2,0,0,0,0,0,78,48,34,7,5,0,1,0,0,0,37,1,Pitch: GOOD,Weather: GOOD
693085,349,INT W,Womens International,W,4,International,G,1913,China PR Women,5107,New Zealand Women,-1.0,2.25,9,-0.25,1.0,4,0,0,2,2,0,0,0,0,39,15,28,14,0,2,0,1,0,0,33,0,Pitch: GOOD,Weather: GOOD
693058,653,IRN PL,Iran Pro League,I,74,Iran,Y,5943,Paykan,7632,Saipa Karadj,-0.25,2.0,8.5,0.0,0.75,4,0,0,0,0,0,0,0,0,20,18,7,11,0,0,0,0,0,0,11,0,Pitch: GOOD,Weather: GOOD
693086,349,INT W,Womens International,W,4,International,G,8837,Paraguay Women,8713,Argentina Women,+0.75,2.75,9,+0.25,1.0,4,0,0,0,0,0,0,0,0,11,10,7,4,0,1,2,0,0,0,8,0,Pitch: GOOD,Weather: GOOD
693083,1840,KOS SL,Kosovo Superliga,K,140,Kosovo,K,25231,KF Ferizaj,33460,KF Flamurtari Pristina,-0.25,2.25,,-0.25,1.0,,0,0,1,1,0,0,0,0,9,6,7,6,0,1,2,0,0,0,7,0,Pitch: GOOD,Weather: GOOD
693082,1840,KOS SL,Kosovo Superliga,K,140,Kosovo,K,30016,KF Vushtrria,25481,KF Gjilani,+1.0,2.25,,+0.5,1.0,,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,0,Pitch: GOOD,Weather: GOOD
693163,1388,NOR EL U19,Norway U19 Elite League,N,70,Norway,N,5930,Viking FK U19,1855,Lillestrom U19,-1.75,4.5,9,-0.75,1.75,4,0,0,0,0,0,0,0,0,9,6,5,1,0,0,0,0,66,34,7,0,Pitch: GOOD,Weather: GOOD
693089,2382,KOS D1,Kosovo Division 1,K,140,Kosovo,K,28778,KF Vitia,34987,FK Onix Banje,+0.25,2.5,,+0.25,1.0,,0,0,0,1,1,0,0,0,10,15,2,11,0,0,0,2,0,0,7,0,Pitch: GOOD,Weather: GOOD
693295,212,URY RL,Uruguay Reserve League,U,52,Uruguay,W,3603,Juventud De Las Piedras Reserves,1889,Racing Club de Montevideo Reserves,-0.5,2.75,,-0.25,1.25,,0,0,0,0,0,0,0,0,10,12,2,5,0,0,0,0,0,0,7,0,Pitch: GOOD,Weather: GOOD
